STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
MOM00060230,"MENARA, MO",2020-11-26,0.32,53,59,
MOM00060230,"MENARA, MO",2020-11-27,0.02,53,62,44
MOM00060230,"MENARA, MO",2020-11-28,0.04,54,65,44
MOM00060230,"MENARA, MO",2020-11-29,0,56,,46
MOM00060230,"MENARA, MO",2020-11-30,0.01,60,74,48
MOM00060230,"MENARA, MO",2020-12-01,0,63,,
MOM00060230,"MENARA, MO",2020-12-02,0,62,77,
MOM00060230,"MENARA, MO",2020-12-03,0,60,70,52
MOM00060230,"MENARA, MO",2020-12-04,0,58,67,53
MOM00060230,"MENARA, MO",2020-12-05,0.48,53,58,
MOM00060230,"MENARA, MO",2020-12-06,0.01,51,60,
MOM00060230,"MENARA, MO",2020-12-07,0,52,66,41
MOM00060230,"MENARA, MO",2020-12-08,0,53,67,
MOM00060230,"MENARA, MO",2020-12-09,0,54,67,
MOM00060230,"MENARA, MO",2020-12-10,0.01,56,69,46
MOM00060230,"MENARA, MO",2020-12-11,0,59,73,48
MOM00060230,"MENARA, MO",2020-12-12,0,61,,49
MOM00060230,"MENARA, MO",2020-12-13,0,58,,48
MOM00060230,"MENARA, MO",2020-12-14,0,62,,55
MOM00060230,"MENARA, MO",2020-12-15,0,62,,
MOM00060230,"MENARA, MO",2020-12-16,0.01,57,61,52
MOM00060230,"MENARA, MO",2020-12-17,0.24,55,63,50
MOM00060230,"MENARA, MO",2020-12-18,0.01,53,66,
MOM00060230,"MENARA, MO",2020-12-19,0,53,65,
MOM00060230,"MENARA, MO",2020-12-20,0,55,69,
MOM00060230,"MENARA, MO",2020-12-21,0,56,73,
MOM00060230,"MENARA, MO",2020-12-22,0,59,75,
MOM00060230,"MENARA, MO",2020-12-23,0,58,73,46
MOM00060230,"MENARA, MO",2020-12-24,0,56,70,46
MOM00060230,"MENARA, MO",2020-12-25,0,56,69,47
MOM00060230,"MENARA, MO",2020-12-26,0,57,,
MOM00060230,"MENARA, MO",2020-12-27,0,56,72,
MOM00060230,"MENARA, MO",2020-12-28,0,55,67,
MOM00060230,"MENARA, MO",2020-12-29,0,53,64,
MOM00060230,"MENARA, MO",2020-12-30,0,54,64,46
MOM00060230,"MENARA, MO",2020-12-31,0,51,63,
MOM00060230,"MENARA, MO",2021-01-01,0,49,63,
MOM00060230,"MENARA, MO",2021-01-02,0,52,63,45
MOM00060230,"MENARA, MO",2021-01-03,0,50,59,
MOM00060230,"MENARA, MO",2021-01-04,0,49,64,
MOM00060230,"MENARA, MO",2021-01-05,0.07,58,69,
MOM00060230,"MENARA, MO",2021-01-06,0,58,74,
MOM00060230,"MENARA, MO",2021-01-07,0.07,60,73,
MOM00060230,"MENARA, MO",2021-01-08,0.08,60,72,
MOM00060230,"MENARA, MO",2021-01-09,0.14,49,56,46
MOM00060230,"MENARA, MO",2021-01-10,0.43,47,52,
MOM00060230,"MENARA, MO",2021-01-11,0.02,48,56,
MOM00060230,"MENARA, MO",2021-01-12,0.01,47,59,
MOM00060230,"MENARA, MO",2021-01-13,0.01,49,67,
MOM00060230,"MENARA, MO",2021-01-14,0,47,,
MOM00060230,"MENARA, MO",2021-01-15,0,47,62,
MOM00060230,"MENARA, MO",2021-01-16,0,50,67,
MOM00060230,"MENARA, MO",2021-01-17,0,51,69,
MOM00060230,"MENARA, MO",2021-01-18,0,53,72,37
MOM00060230,"MENARA, MO",2021-01-19,0,53,67,
MOM00060230,"MENARA, MO",2021-01-20,0,52,64,40
MOM00060230,"MENARA, MO",2021-01-21,0,56,71,44
MOM00060230,"MENARA, MO",2021-01-22,0,60,72,
MOM00060230,"MENARA, MO",2021-01-23,0,62,73,
MOM00060230,"MENARA, MO",2021-01-24,0,58,70,
MOM00060230,"MENARA, MO",2021-01-25,0,58,72,
MOM00060230,"MENARA, MO",2021-01-26,0,61,79,
MOM00060230,"MENARA, MO",2021-01-27,0,65,84,
MOM00060230,"MENARA, MO",2021-01-28,0,65,83,
MOM00060230,"MENARA, MO",2021-01-29,0,65,,
MOM00060230,"MENARA, MO",2021-01-30,0,61,76,
MOM00060230,"MENARA, MO",2021-01-31,0,58,74,
MOM00060230,"MENARA, MO",2021-02-01,0,62,,
MOM00060230,"MENARA, MO",2021-02-02,0,64,85,
MOM00060230,"MENARA, MO",2021-02-03,0,59,72,
MOM00060230,"MENARA, MO",2021-02-04,0,55,65,
MOM00060230,"MENARA, MO",2021-02-05,0.03,54,63,
MOM00060230,"MENARA, MO",2021-02-06,0.26,51,58,48
MOM00060230,"MENARA, MO",2021-02-07,0.02,53,63,46
MOM00060230,"MENARA, MO",2021-02-08,0.01,55,66,44
MOM00060230,"MENARA, MO",2021-02-09,0,57,69,
MOM00060230,"MENARA, MO",2021-02-10,,57,,54
MOM00060230,"MENARA, MO",2021-02-13,0,69,79,
MOM00060230,"MENARA, MO",2021-02-14,0,66,83,52
MOM00060230,"MENARA, MO",2021-02-15,0,67,84,
MOM00060230,"MENARA, MO",2021-02-16,0,65,79,
MOM00060230,"MENARA, MO",2021-02-17,0,63,78,
MOM00060230,"MENARA, MO",2021-02-18,0,61,75,48
MOM00060230,"MENARA, MO",2021-02-19,0,54,,
MOM00060230,"MENARA, MO",2021-02-21,0.59,52,57,
MOM00060230,"MENARA, MO",2021-02-22,0,54,67,37
MOM00060230,"MENARA, MO",2021-02-23,0,59,74,
MOM00060230,"MENARA, MO",2021-02-24,0,60,75,
MOM00060230,"MENARA, MO",2021-02-25,0,59,72,49
MOM00060230,"MENARA, MO",2021-02-26,0.95,52,60,
MOM00060230,"MENARA, MO",2021-02-27,0,53,65,46
MOM00060230,"MENARA, MO",2021-02-28,0.02,57,68,51
MOM00060230,"MENARA, MO",2021-03-01,0.01,56,65,
MOM00060230,"MENARA, MO",2021-03-02,0.04,57,69,
MOM00060230,"MENARA, MO",2021-03-03,0,60,75,46
MOM00060230,"MENARA, MO",2021-03-04,0,58,65,
MOM00060230,"MENARA, MO",2021-03-05,0.01,59,71,
MOM00060230,"MENARA, MO",2021-03-06,0.31,55,65,
MOM00060230,"MENARA, MO",2021-03-07,0.29,55,64,
MOM00060230,"MENARA, MO",2021-03-08,0,56,,
MOM00060230,"MENARA, MO",2021-03-09,0,54,61,
MOM00060230,"MENARA, MO",2021-03-10,0,55,68,
MOM00060230,"MENARA, MO",2021-03-11,0,58,74,43
MOM00060230,"MENARA, MO",2021-03-12,,59,,44
MOM00060230,"MENARA, MO",2021-03-13,,62,,
MOM00060230,"MENARA, MO",2021-03-14,,65,,
MOM00060230,"MENARA, MO",2021-03-15,0,67,81,54
MOM00060230,"MENARA, MO",2021-03-16,0,66,83,52
MOM00060230,"MENARA, MO",2021-03-17,0,65,79,51
MOM00060230,"MENARA, MO",2021-03-18,0,60,71,53
MOM00060230,"MENARA, MO",2021-03-19,0,60,71,
MOM00060230,"MENARA, MO",2021-03-20,0.08,54,63,
MOM00060230,"MENARA, MO",2021-03-21,0.17,53,66,
MOM00060230,"MENARA, MO",2021-03-22,0,58,74,43
MOM00060230,"MENARA, MO",2021-03-23,0,63,78,
MOM00060230,"MENARA, MO",2021-03-24,0,65,,48
MOM00060230,"MENARA, MO",2021-03-25,0,66,82,
MOM00060230,"MENARA, MO",2021-03-26,0,69,87,52
MOM00060230,"MENARA, MO",2021-03-27,0,71,86,
MOM00060230,"MENARA, MO",2021-03-28,0.01,72,,60
MOM00060230,"MENARA, MO",2021-03-29,0,75,90,
MOM00060230,"MENARA, MO",2021-03-30,0,69,85,55
MOM00060230,"MENARA, MO",2021-03-31,0,71,93,56
MOM00060230,"MENARA, MO",2021-04-01,0,67,79,
MOM00060230,"MENARA, MO",2021-04-02,0,67,83,
MOM00060230,"MENARA, MO",2021-04-03,0,64,79,
MOM00060230,"MENARA, MO",2021-04-04,0,63,78,
MOM00060230,"MENARA, MO",2021-04-05,0,67,85,50
MOM00060230,"MENARA, MO",2021-04-06,0,65,80,
MOM00060230,"MENARA, MO",2021-04-07,0,63,72,59
MOM00060230,"MENARA, MO",2021-04-08,0,64,75,
MOM00060230,"MENARA, MO",2021-04-09,0,66,79,55
MOM00060230,"MENARA, MO",2021-04-10,0,66,80,
MOM00060230,"MENARA, MO",2021-04-11,0,68,83,57
MOM00060230,"MENARA, MO",2021-04-12,0,71,89,55
MOM00060230,"MENARA, MO",2021-04-13,0,72,90,
MOM00060230,"MENARA, MO",2021-04-14,0,68,75,
MOM00060230,"MENARA, MO",2021-04-15,0,66,79,
MOM00060230,"MENARA, MO",2021-04-16,0.04,66,78,56
MOM00060230,"MENARA, MO",2021-04-17,0,69,83,54
MOM00060230,"MENARA, MO",2021-04-18,0,71,87,
MOM00060230,"MENARA, MO",2021-04-19,0,72,87,
MOM00060230,"MENARA, MO",2021-04-20,0,70,84,55
MOM00060230,"MENARA, MO",2021-04-21,0,68,83,53
MOM00060230,"MENARA, MO",2021-04-22,0,70,87,54
MOM00060230,"MENARA, MO",2021-04-23,0,70,87,56
MOM00060230,"MENARA, MO",2021-04-24,0,67,80,57
MOM00060230,"MENARA, MO",2021-04-25,0,67,77,57
MOM00060230,"MENARA, MO",2021-04-26,0,67,80,54
MOM00060230,"MENARA, MO",2021-04-27,0,67,79,57
MOM00060230,"MENARA, MO",2021-04-28,0,68,80,
MOM00060230,"MENARA, MO",2021-04-29,0,68,82,59
MOM00060230,"MENARA, MO",2021-04-30,0.03,61,69,
MOM00060230,"MENARA, MO",2021-05-01,0,63,76,49
MOM00060230,"MENARA, MO",2021-05-02,0,65,80,51
MOM00060230,"MENARA, MO",2021-05-03,0,66,78,
MOM00060230,"MENARA, MO",2021-05-04,0,66,77,55
MOM00060230,"MENARA, MO",2021-05-05,0,70,85,
MOM00060230,"MENARA, MO",2021-05-06,0,74,93,58
MOM00060230,"MENARA, MO",2021-05-07,0,78,97,60
MOM00060230,"MENARA, MO",2021-05-08,0,78,99,
MOM00060230,"MENARA, MO",2021-05-09,0,67,82,
MOM00060230,"MENARA, MO",2021-05-10,0,68,81,
MOM00060230,"MENARA, MO",2021-05-11,0,69,84,59
MOM00060230,"MENARA, MO",2021-05-12,0,71,89,54
MOM00060230,"MENARA, MO",2021-05-13,0,71,88,55
MOM00060230,"MENARA, MO",2021-05-14,0,73,92,59
MOM00060230,"MENARA, MO",2021-05-15,0,80,101,
MOM00060230,"MENARA, MO",2021-05-16,0,80,102,
MOM00060230,"MENARA, MO",2021-05-17,0,78,95,63
MOM00060230,"MENARA, MO",2021-05-18,0,80,100,63
MOM00060230,"MENARA, MO",2021-05-19,0,85,105,67
MOM00060230,"MENARA, MO",2021-05-20,0,88,108,68
MOM00060230,"MENARA, MO",2021-05-21,0,89,105,70
MOM00060230,"MENARA, MO",2021-05-22,0,80,92,67
MOM00060230,"MENARA, MO",2021-05-23,0,67,79,
MOM00060230,"MENARA, MO",2021-05-24,0,69,87,53
MOM00060230,"MENARA, MO",2021-05-25,0,71,91,55
MOM00060230,"MENARA, MO",2021-05-26,0,72,88,58
MOM00060230,"MENARA, MO",2021-05-27,0,73,90,58
MOM00060230,"MENARA, MO",2021-05-28,0,75,89,62
MOM00060230,"MENARA, MO",2021-05-29,0,73,,61
MOM00060230,"MENARA, MO",2021-05-30,0,75,88,
MOM00060230,"MENARA, MO",2021-05-31,0,73,89,
MOM00060230,"MENARA, MO",2021-06-01,0,74,91,57
MOM00060230,"MENARA, MO",2021-06-02,0,74,,59
MOM00060230,"MENARA, MO",2021-06-03,0,72,90,58
MOM00060230,"MENARA, MO",2021-06-04,0,71,88,
MOM00060230,"MENARA, MO",2021-06-05,0,74,90,59
MOM00060230,"MENARA, MO",2021-06-06,0,80,101,61
MOM00060230,"MENARA, MO",2021-06-07,0,82,95,70
MOM00060230,"MENARA, MO",2021-06-08,0,80,92,71
MOM00060230,"MENARA, MO",2021-06-09,0,87,107,71
MOM00060230,"MENARA, MO",2021-06-10,0,91,111,
MOM00060230,"MENARA, MO",2021-06-11,0,84,99,70
MOM00060230,"MENARA, MO",2021-06-12,0,76,93,60
MOM00060230,"MENARA, MO",2021-06-13,0,75,94,60
MOM00060230,"MENARA, MO",2021-06-14,0,76,92,
MOM00060230,"MENARA, MO",2021-06-15,0,74,88,
MOM00060230,"MENARA, MO",2021-06-16,0,70,84,
MOM00060230,"MENARA, MO",2021-06-17,0,70,85,
MOM00060230,"MENARA, MO",2021-06-18,0,68,76,63
MOM00060230,"MENARA, MO",2021-06-19,0,70,82,62
MOM00060230,"MENARA, MO",2021-06-20,0,73,91,59
MOM00060230,"MENARA, MO",2021-06-21,0,73,90,58
MOM00060230,"MENARA, MO",2021-06-22,0,72,87,64
MOM00060230,"MENARA, MO",2021-06-23,0,74,,
MOM00060230,"MENARA, MO",2021-06-24,0,78,98,62
MOM00060230,"MENARA, MO",2021-06-25,0,78,97,64
MOM00060230,"MENARA, MO",2021-06-26,0,79,99,63
MOM00060230,"MENARA, MO",2021-06-27,0,80,97,64
MOM00060230,"MENARA, MO",2021-06-28,0,77,94,62
MOM00060230,"MENARA, MO",2021-06-29,0,77,95,60
MOM00060230,"MENARA, MO",2021-06-30,0,78,97,
MOM00060230,"MENARA, MO",2021-07-01,0,81,101,
MOM00060230,"MENARA, MO",2021-07-02,0,87,109,68
MOM00060230,"MENARA, MO",2021-07-03,0,87,106,71
MOM00060230,"MENARA, MO",2021-07-04,0,84,106,
MOM00060230,"MENARA, MO",2021-07-05,0,85,104,
MOM00060230,"MENARA, MO",2021-07-06,0,84,103,68
MOM00060230,"MENARA, MO",2021-07-07,0,79,96,
MOM00060230,"MENARA, MO",2021-07-08,0,79,98,64
MOM00060230,"MENARA, MO",2021-07-09,0,86,106,66
MOM00060230,"MENARA, MO",2021-07-10,0,97,117,76
MOM00060230,"MENARA, MO",2021-07-11,0,98,,
MOM00060230,"MENARA, MO",2021-07-12,0,94,110,83
MOM00060230,"MENARA, MO",2021-07-13,0,86,101,72
MOM00060230,"MENARA, MO",2021-07-14,0,82,102,63
MOM00060230,"MENARA, MO",2021-07-15,0,86,105,67
MOM00060230,"MENARA, MO",2021-07-16,0,89,108,71
MOM00060230,"MENARA, MO",2021-07-17,0,92,110,75
MOM00060230,"MENARA, MO",2021-07-18,0,92,107,74
MOM00060230,"MENARA, MO",2021-07-19,0,90,105,
MOM00060230,"MENARA, MO",2021-07-20,0,84,103,67
MOM00060230,"MENARA, MO",2021-07-21,0,85,105,67
MOM00060230,"MENARA, MO",2021-07-22,0,94,116,75
MOM00060230,"MENARA, MO",2021-07-23,0,96,117,
MOM00060230,"MENARA, MO",2021-07-24,0,92,109,76
MOM00060230,"MENARA, MO",2021-07-25,0,86,102,
MOM00060230,"MENARA, MO",2021-07-26,0,81,97,66
MOM00060230,"MENARA, MO",2021-07-27,0,82,102,66
MOM00060230,"MENARA, MO",2021-07-28,0,87,,69
MOM00060230,"MENARA, MO",2021-07-29,0,89,107,73
MOM00060230,"MENARA, MO",2021-07-30,0,89,110,75
MOM00060230,"MENARA, MO",2021-07-31,0,83,99,71
MOM00060230,"MENARA, MO",2021-08-01,0,77,94,64
MOM00060230,"MENARA, MO",2021-08-02,0,76,94,62
MOM00060230,"MENARA, MO",2021-08-03,0,79,96,64
MOM00060230,"MENARA, MO",2021-08-04,0,81,100,
MOM00060230,"MENARA, MO",2021-08-05,0,85,102,68
MOM00060230,"MENARA, MO",2021-08-06,0,84,101,
MOM00060230,"MENARA, MO",2021-08-07,0,78,,
MOM00060230,"MENARA, MO",2021-08-08,0,78,94,67
MOM00060230,"MENARA, MO",2021-08-09,0,76,90,
MOM00060230,"MENARA, MO",2021-08-10,0,76,92,62
MOM00060230,"MENARA, MO",2021-08-11,0,78,97,62
MOM00060230,"MENARA, MO",2021-08-12,0,83,100,
MOM00060230,"MENARA, MO",2021-08-13,0,95,119,77
MOM00060230,"MENARA, MO",2021-08-14,0,99,118,80
MOM00060230,"MENARA, MO",2021-08-15,0,100,118,
MOM00060230,"MENARA, MO",2021-08-16,0,97,115,
MOM00060230,"MENARA, MO",2021-08-17,0,93,109,77
MOM00060230,"MENARA, MO",2021-08-18,0,86,104,70
MOM00060230,"MENARA, MO",2021-08-19,0,84,102,69
MOM00060230,"MENARA, MO",2021-08-20,0,81,100,66
MOM00060230,"MENARA, MO",2021-08-21,0,78,95,64
MOM00060230,"MENARA, MO",2021-08-22,0,80,96,66
MOM00060230,"MENARA, MO",2021-08-23,0,81,98,67
MOM00060230,"MENARA, MO",2021-08-24,0,78,94,65
MOM00060230,"MENARA, MO",2021-08-25,0,79,96,
MOM00060230,"MENARA, MO",2021-08-26,0,81,99,
MOM00060230,"MENARA, MO",2021-08-27,0,81,96,69
MOM00060230,"MENARA, MO",2021-08-28,0,85,102,
MOM00060230,"MENARA, MO",2021-08-29,0,80,96,66
MOM00060230,"MENARA, MO",2021-08-30,0,79,96,64
MOM00060230,"MENARA, MO",2021-08-31,0,78,,
MOM00060230,"MENARA, MO",2021-09-01,0,79,94,
MOM00060230,"MENARA, MO",2021-09-02,0,79,94,65
MOM00060230,"MENARA, MO",2021-09-03,0,82,97,70
MOM00060230,"MENARA, MO",2021-09-04,0,85,102,68
MOM00060230,"MENARA, MO",2021-09-05,0,89,110,71
MOM00060230,"MENARA, MO",2021-09-06,0,90,110,
MOM00060230,"MENARA, MO",2021-09-07,0,88,105,75
MOM00060230,"MENARA, MO",2021-09-08,0,85,101,
MOM00060230,"MENARA, MO",2021-09-09,0,81,97,70
MOM00060230,"MENARA, MO",2021-09-10,0,83,100,66
MOM00060230,"MENARA, MO",2021-09-11,0,87,105,69
MOM00060230,"MENARA, MO",2021-09-12,0,84,104,73
MOM00060230,"MENARA, MO",2021-09-13,0,83,,
MOM00060230,"MENARA, MO",2021-09-14,0.02,75,87,68
MOM00060230,"MENARA, MO",2021-09-15,0,75,88,
MOM00060230,"MENARA, MO",2021-09-16,0,76,89,
MOM00060230,"MENARA, MO",2021-09-17,0,77,91,64
MOM00060230,"MENARA, MO",2021-09-18,0,78,93,
MOM00060230,"MENARA, MO",2021-09-19,0,75,85,
MOM00060230,"MENARA, MO",2021-09-20,0,76,,
MOM00060230,"MENARA, MO",2021-09-21,0,74,90,
MOM00060230,"MENARA, MO",2021-09-22,0,75,88,
MOM00060230,"MENARA, MO",2021-09-23,0,74,87,64
MOM00060230,"MENARA, MO",2021-09-24,0,73,84,
MOM00060230,"MENARA, MO",2021-09-25,0,74,90,60
MOM00060230,"MENARA, MO",2021-09-26,0,79,98,
MOM00060230,"MENARA, MO",2021-09-27,0,80,96,
MOM00060230,"MENARA, MO",2021-09-28,0,72,,
MOM00060230,"MENARA, MO",2021-09-29,0,78,,
MOM00060230,"MENARA, MO",2021-09-30,0,86,106,68
MOM00060230,"MENARA, MO",2021-10-01,0,87,,
MOM00060230,"MENARA, MO",2021-10-02,0,83,,67
MOM00060230,"MENARA, MO",2021-10-03,0,72,87,
MOM00060230,"MENARA, MO",2021-10-04,0,74,86,62
MOM00060230,"MENARA, MO",2021-10-05,0,75,,58
MOM00060230,"MENARA, MO",2021-10-06,0,80,99,62
MOM00060230,"MENARA, MO",2021-10-07,0,79,,64
MOM00060230,"MENARA, MO",2021-10-08,0,73,89,
MOM00060230,"MENARA, MO",2021-10-09,0,75,92,
MOM00060230,"MENARA, MO",2021-10-10,0,77,95,62
MOM00060230,"MENARA, MO",2021-10-11,0,75,93,
MOM00060230,"MENARA, MO",2021-10-12,0,68,,60
MOM00060230,"MENARA, MO",2021-10-13,0,70,85,59
MOM00060230,"MENARA, MO",2021-10-14,0,74,89,60
MOM00060230,"MENARA, MO",2021-10-15,0,77,93,64
MOM00060230,"MENARA, MO",2021-10-16,0,77,93,
MOM00060230,"MENARA, MO",2021-10-17,0,77,94,
MOM00060230,"MENARA, MO",2021-10-18,0,78,96,62
MOM00060230,"MENARA, MO",2021-10-19,0,80,97,
MOM00060230,"MENARA, MO",2021-10-20,0,77,94,
MOM00060230,"MENARA, MO",2021-10-21,0,72,86,60
MOM00060230,"MENARA, MO",2021-10-22,0,69,77,
MOM00060230,"MENARA, MO",2021-10-23,0,67,82,
MOM00060230,"MENARA, MO",2021-10-24,0,70,87,54
MOM00060230,"MENARA, MO",2021-10-25,0,72,84,62
MOM00060230,"MENARA, MO",2021-10-26,0,67,78,59
MOM00060230,"MENARA, MO",2021-10-27,0,67,81,
MOM00060230,"MENARA, MO",2021-10-28,0,69,83,57
MOM00060230,"MENARA, MO",2021-10-29,0,68,83,56
MOM00060230,"MENARA, MO",2021-10-30,0,71,86,57
MOM00060230,"MENARA, MO",2021-10-31,0,72,89,
MOM00060230,"MENARA, MO",2021-11-01,0,71,87,57
MOM00060230,"MENARA, MO",2021-11-02,0,70,85,59
MOM00060230,"MENARA, MO",2021-11-03,0,68,,60
MOM00060230,"MENARA, MO",2021-11-04,0,64,73,
MOM00060230,"MENARA, MO",2021-11-05,0,61,71,
MOM00060230,"MENARA, MO",2021-11-06,0,57,71,
MOM00060230,"MENARA, MO",2021-11-07,0,57,,
MOM00060230,"MENARA, MO",2021-11-08,0,58,75,42
MOM00060230,"MENARA, MO",2021-11-09,0,59,76,42
MOM00060230,"MENARA, MO",2021-11-10,0,60,77,44
MOM00060230,"MENARA, MO",2021-11-11,0,62,77,46
MOM00060230,"MENARA, MO",2021-11-12,0,61,74,
MOM00060230,"MENARA, MO",2021-11-13,0,61,76,49
MOM00060230,"MENARA, MO",2021-11-14,0,61,75,
MOM00060230,"MENARA, MO",2021-11-15,0,62,77,
MOM00060230,"MENARA, MO",2021-11-16,0,58,,
MOM00060230,"MENARA, MO",2021-11-17,0,58,71,
MOM00060230,"MENARA, MO",2021-11-18,0,61,77,46
MOM00060230,"MENARA, MO",2021-11-19,0.02,61,68,57
MOM00060230,"MENARA, MO",2021-11-20,0.1,62,70,
MOM00060230,"MENARA, MO",2021-11-21,0,60,71,
MOM00060230,"MENARA, MO",2021-11-22,0,63,73,53
MOM00060230,"MENARA, MO",2021-11-23,0,62,73,
MOM00060230,"MENARA, MO",2021-11-24,0.01,59,67,
MOM00060230,"MENARA, MO",2021-11-25,0,56,66,
MOM00060230,"MENARA, MO",2021-11-26,0,57,,45
MOM00060230,"MENARA, MO",2021-11-27,0,55,65,
MOM00060230,"MENARA, MO",2021-11-28,0,52,,
MOM00060230,"MENARA, MO",2021-11-29,0,52,68,
MOM00060230,"MENARA, MO",2021-11-30,0,54,71,
MOM00060230,"MENARA, MO",2021-12-01,0,56,71,41
MOM00060230,"MENARA, MO",2021-12-02,0.09,53,64,42
MOM00060230,"MENARA, MO",2021-12-03,0.02,52,,
MOM00060230,"MENARA, MO",2021-12-04,0,51,69,
MOM00060230,"MENARA, MO",2021-12-05,0,52,69,39
MOM00060230,"MENARA, MO",2021-12-06,0,53,73,40
MOM00060230,"MENARA, MO",2021-12-07,0,54,73,39
MOM00060230,"MENARA, MO",2021-12-08,0,53,69,
MOM00060230,"MENARA, MO",2021-12-09,0,57,,
MOM00060230,"MENARA, MO",2021-12-10,0,55,69,
MOM00060230,"MENARA, MO",2021-12-11,0,56,73,
MOM00060230,"MENARA, MO",2021-12-12,0,59,78,
MOM00060230,"MENARA, MO",2021-12-13,0,58,70,
MOM00060230,"MENARA, MO",2021-12-14,0,60,74,
MOM00060230,"MENARA, MO",2021-12-15,0,54,65,
MOM00060230,"MENARA, MO",2021-12-16,0,59,70,
MOM00060230,"MENARA, MO",2021-12-17,0,57,72,44
MOM00060230,"MENARA, MO",2021-12-18,0,58,76,
MOM00060230,"MENARA, MO",2021-12-19,0,61,80,
MOM00060230,"MENARA, MO",2021-12-20,0,62,80,
MOM00060230,"MENARA, MO",2021-12-21,0,64,80,51
MOM00060230,"MENARA, MO",2021-12-22,0.02,64,72,
MOM00060230,"MENARA, MO",2021-12-23,0,60,74,
MOM00060230,"MENARA, MO",2021-12-24,0,59,74,49
MOM00060230,"MENARA, MO",2021-12-25,0.11,58,64,53
MOM00060230,"MENARA, MO",2021-12-26,0.04,62,72,
MOM00060230,"MENARA, MO",2021-12-27,0.01,60,72,
MOM00060230,"MENARA, MO",2021-12-28,0.01,60,,
MOM00060230,"MENARA, MO",2021-12-29,0,61,,
MOM00060230,"MENARA, MO",2021-12-30,0,62,82,
MOM00060230,"MENARA, MO",2021-12-31,0,62,,
MOM00060230,"MENARA, MO",2022-01-01,0,63,82,46
MOM00060230,"MENARA, MO",2022-01-02,0,60,79,44
MOM00060230,"MENARA, MO",2022-01-03,0,60,78,45
MOM00060230,"MENARA, MO",2022-01-04,0,59,74,44
MOM00060230,"MENARA, MO",2022-01-05,0,57,66,48
MOM00060230,"MENARA, MO",2022-01-06,0,54,69,
MOM00060230,"MENARA, MO",2022-01-07,0,54,69,
MOM00060230,"MENARA, MO",2022-01-08,0,56,74,
MOM00060230,"MENARA, MO",2022-01-09,0,57,74,
MOM00060230,"MENARA, MO",2022-01-10,0,53,68,
MOM00060230,"MENARA, MO",2022-01-11,0,55,66,45
MOM00060230,"MENARA, MO",2022-01-12,0,55,72,
MOM00060230,"MENARA, MO",2022-01-13,0,57,74,42
MOM00060230,"MENARA, MO",2022-01-14,0,58,73,44
MOM00060230,"MENARA, MO",2022-01-15,0,57,72,
MOM00060230,"MENARA, MO",2022-01-16,0,57,,
MOM00060230,"MENARA, MO",2022-01-17,0,55,69,43
MOM00060230,"MENARA, MO",2022-01-18,0,57,72,
MOM00060230,"MENARA, MO",2022-01-19,0,58,72,
MOM00060230,"MENARA, MO",2022-01-20,0,56,71,
MOM00060230,"MENARA, MO",2022-01-21,0,59,76,43
MOM00060230,"MENARA, MO",2022-01-22,0,67,83,
MOM00060230,"MENARA, MO",2022-01-23,0,63,74,
MOM00060230,"MENARA, MO",2022-01-24,0,58,,50
MOM00060230,"MENARA, MO",2022-01-25,0,57,68,
MOM00060230,"MENARA, MO",2022-01-26,0.17,54,63,
MOM00060230,"MENARA, MO",2022-01-27,0,57,68,
MOM00060230,"MENARA, MO",2022-01-28,0,62,75,53
MOM00060230,"MENARA, MO",2022-01-29,0,65,78,51
MOM00060230,"MENARA, MO",2022-01-30,0,63,78,
MOM00060230,"MENARA, MO",2022-01-31,0,68,78,58
MOM00060230,"MENARA, MO",2022-02-01,0,63,80,
MOM00060230,"MENARA, MO",2022-02-02,0,62,81,46
MOM00060230,"MENARA, MO",2022-02-03,0,65,,50
MOM00060230,"MENARA, MO",2022-02-04,0,66,80,
MOM00060230,"MENARA, MO",2022-02-05,0,64,,
MOM00060230,"MENARA, MO",2022-02-06,0,65,78,57
MOM00060230,"MENARA, MO",2022-02-07,0,66,,
MOM00060230,"MENARA, MO",2022-02-08,0,67,82,
MOM00060230,"MENARA, MO",2022-02-09,0,67,81,
MOM00060230,"MENARA, MO",2022-02-10,0,67,79,
MOM00060230,"MENARA, MO",2022-02-11,0,58,69,51
MOM00060230,"MENARA, MO",2022-02-12,0,58,72,
MOM00060230,"MENARA, MO",2022-02-13,0,60,74,46
MOM00060230,"MENARA, MO",2022-02-14,0,59,74,47
MOM00060230,"MENARA, MO",2022-02-15,0,58,70,
MOM00060230,"MENARA, MO",2022-02-16,0,60,78,44
MOM00060230,"MENARA, MO",2022-02-17,0,62,,45
MOM00060230,"MENARA, MO",2022-02-18,0,59,73,47
MOM00060230,"MENARA, MO",2022-02-19,0,56,68,47
MOM00060230,"MENARA, MO",2022-02-20,0,59,70,
MOM00060230,"MENARA, MO",2022-02-21,0,63,81,46
MOM00060230,"MENARA, MO",2022-02-22,0,67,85,
MOM00060230,"MENARA, MO",2022-02-23,0,71,85,
MOM00060230,"MENARA, MO",2022-02-24,0,64,80,
MOM00060230,"MENARA, MO",2022-02-25,0,66,79,
MOM00060230,"MENARA, MO",2022-02-26,0,59,,
MOM00060230,"MENARA, MO",2022-02-27,0,59,64,55
